682	323	2	888516865
293	550	1	888906781
891	127	4	883431353
889	411	2	880177541
44	183	4	883613372
621	271	5	880226633
605	340	4	879365132
488	197	2	891294473
303	250	4	879544712
735	301	3	876697610
190	717	3	891042938
207	205	4	875991160
109	196	4	880578358
643	403	3	891449534
330	102	4	876546586
151	100	3	879524514
43	559	1	883956468
422	447	4	879744143
932	109	2	891251891
524	1107	4	884636262
275	826	2	876197904
299	49	4	889502823
450	193	5	882372027
790	62	3	885157465
707	869	1	886289521
606	760	3	880923349
924	527	4	885458009
624	275	4	879792493
85	707	4	879454350
405	1382	1	885549790
49	462	2	888066486
130	939	4	876252041
844	549	3	877387280
145	1210	1	888398766
348	313	5	886522495
185	287	5	883526288
458	86	5	886397679
459	282	3	879562995
451	687	2	879012510
481	692	4	885828339
13	237	5	882140285
393	196	4	887746015
618	628	2	891308019
303	122	4	879485066
344	174	5	884900993
378	87	4	889665232
311	218	4	884366363
256	100	4	882150313
194	259	2	879520306
282	879	2	879949504
894	324	3	879896168
254	210	5	886472172
537	515	4	886031297
606	117	4	878143605
230	491	3	880484975
472	946	2	875981122
542	265	4	886532238
782	1610	1	891500230
246	404	3	884922434
711	710	4	879994903
94	399	4	891722802
181	335	1	878961748
296	191	5	884197193
745	492	5	880123572
642	473	1	886131585
200	280	4	884127798
463	20	5	877385590
91	483	4	891439208
682	28	3	888516953
13	334	1	886952467
747	596	5	888640437
174	158	2	886514921
665	833	3	884291210
514	22	4	875463202
379	94	5	883156810
387	76	3	886484215
908	12	3	879722603
177	153	4	880130972
437	692	4	880143115
896	134	5	887159109
536	498	5	882359906
791	289	4	879448087
330	216	5	876546470
95	381	4	880571678
830	385	4	891561805
926	262	3	888636082
913	172	5	881726004
543	1174	3	876894981
286	315	5	889651138
876	178	4	879428378
682	699	3	888523658
498	754	2	881962988
647	22	5	876534131
461	321	3	885355757
18	196	3	880131297
806	2	3	882389862
650	561	3	891370113
541	258	4	883864123
393	843	3	889731861
281	258	2	881200457
397	199	5	885349790
303	1258	2	879544756
116	1258	2	876453376
943	468	2	888639575
496	227	1	876066794
436	1061	3	887771997
116	297	3	890633075
766	135	4	891309053
925	98	4	884717862
897	33	5	879992310
883	399	5	891696999
650	633	4	891371091
708	871	1	892719101
151	724	4	879542270
632	527	4	879458429
543	1159	5	875665787
864	232	4	888889327
508	234	4	883767465
35	327	3	875459017
627	237	4	879530346
94	201	4	891721378
221	568	4	875246398
854	174	3	882813574
703	322	3	875242336
493	201	5	884131089
295	125	5	879518528
893	118	4	874828864
711	676	5	876185812
805	319	2	881696876
280	227	3	891702153
823	1267	4	878438780
60	498	5	883326566
790	582	3	885156852
267	622	3	878974077
661	318	5	876013935
620	409	4	889988196
497	405	3	879310621
236	505	3	890116575
504	382	4	887839709
269	528	4	891447593
332	237	5	887916529
163	202	3	891220137
585	198	5	891283921
605	483	5	879425432
118	511	5	875384885
659	135	3	891383412
682	999	2	888521942
855	198	4	879825613
141	181	4	884584709
279	922	3	890451433
889	59	4	880177906
279	202	4	875307587
217	118	4	889070087
887	84	4	881381114
326	53	1	879877039
234	653	3	892335108
650	563	3	891388170
758	184	5	881974823
22	80	4	878887227
561	176	4	885807345
567	177	4	882426673
454	566	4	888267087
486	321	3	879874153
868	151	5	877104879
417	563	2	879649560
567	504	4	882425874
555	319	5	879962096
326	241	3	879875778
534	105	4	877808198
269	148	1	891446443
208	663	5	883108476
730	815	3	880310490
577	566	4	880474216
749	941	5	878849877
464	294	4	878354721
375	288	4	886621795
565	713	5	891037693
885	97	5	885714136
882	228	5	879867694
94	810	3	891723076
437	485	4	880140854
313	143	3	891014925
249	175	4	879572106
354	152	3	891306974
178	99	4	882827574
561	99	3	885808673
834	333	5	890860566
846	474	5	883947960
201	844	2	884112537
645	435	4	892054364
693	197	3	875482197
833	653	4	875039558
159	1023	2	880557741
303	1230	1	879485447
239	65	5	889180041
913	462	3	881037459
457	12	5	882397666
130	38	4	876252263
892	496	5	886609435
864	73	5	888888994
174	100	5	886433788
717	290	3	884642738
731	153	3	886182555
932	67	2	891251611
731	216	5	886184682
326	720	2	879876975
392	873	3	891037851
435	405	4	884132540
559	863	5	891033956
833	684	3	875123195
18	199	3	880129769
870	988	2	875050439
13	832	4	882399156
537	688	1	886029153
917	276	5	882912385
741	118	1	891455855
215	258	3	891434563
440	245	4	891548470
571	181	4	883354940
588	79	4	890023722
463	455	3	877385457
344	319	1	886381985
194	1409	2	879552662
344	83	4	884901503
244	1048	4	880606567
59	73	4	888206254
537	340	4	886028604
417	963	4	879647431
406	195	5	882480710
445	235	1	891200272
297	1109	3	875238922
60	419	3	883327612
95	216	5	880573287
906	676	5	879435415
724	879	1	883757259
721	258	3	877135269
447	410	2	878854630
460	276	5	882912418
387	520	4	886480446
702	690	1	885767392
618	215	4	891307494
848	496	2	887037980
586	241	4	884061623
821	151	4	874792889
465	143	4	883531380
487	45	5	883446725
59	1047	2	888203371
270	53	4	876956106
328	380	3	885047737
201	856	3	884140709
655	1017	3	887611566
99	1	4	886518459
49	108	2	888068957
486	25	4	879874838
616	1313	4	891224840
514	19	4	875463128
397	186	5	885349955
260	682	4	890618537
139	100	5	879538199
667	357	5	891034767
332	218	5	888360396
932	89	5	891249586
655	1637	3	888984255
303	1016	3	879544727
639	59	3	891239658
921	8	3	884673699
610	318	5	888703378
638	174	5	876694861
682	271	4	888518279
70	225	3	884148916
892	679	3	886610049
104	222	3	888465319
727	29	3	883712603
871	549	3	888193541
707	134	4	886286004
1	238	4	875072235
151	132	5	879524669
615	187	5	879448598
389	524	5	879991081
690	90	1	881179469
623	185	4	891034343
592	197	5	882955863
407	655	4	875044037
194	735	4	879524718
797	181	5	879439362
483	538	2	886470912
392	191	5	891039015
457	1119	4	882398308
416	929	4	876698255
492	127	5	879969879
314	795	4	877889834
27	286	3	891543393
345	919	2	884991077
671	553	5	884036846
385	29	1	879447845
406	30	4	879793235
3	319	2	889237026
663	466	3	889493467
883	338	4	891695193
13	909	5	890704721
127	268	1	884363990
868	232	1	877109082
886	1095	2	876033897
487	627	4	883531122
62	22	4	879373820
387	434	5	886483970
176	288	3	886046979
5	410	1	879198183
537	988	1	886029488
493	273	4	884131717
660	33	2	891200193
759	245	3	881476616
37	403	5	880915942
445	195	2	890987655
409	430	4	881168604
660	174	4	891199293
766	396	2	891310934
532	586	4	888636373
169	604	4	891359317
405	548	1	885549095
307	265	3	877122816
7	597	3	891353744
13	679	4	882397650
426	519	4	879444117
66	1	3	883601324
704	269	4	891397015
221	174	4	875245514
757	298	4	888444208
142	895	4	888640143
58	960	4	884305004
423	744	4	891395655
13	345	4	884538366
806	172	3	882387373
91	64	4	891439243
666	729	4	880314225
77	23	4	884753173
864	229	4	888891836
525	106	2	881086938
435	343	5	884130744
782	1237	3	891497906
48	174	5	879434723
789	9	5	880332114
445	405	4	891200869
511	887	5	890004747
436	585	3	887771722
556	286	4	882135437
299	238	4	877880852
239	47	2	889180169
311	1221	4	884364502
49	320	5	888067334
457	91	4	882547302
244	365	2	880608599
207	1333	3	877995615
683	350	2	893284184
294	1012	4	877819792
538	735	3	877108785
882	588	4	879867430
882	176	4	879867980
748	133	3	879454455
77	42	5	884752948
378	469	5	880046069
705	1228	2	883428258
256	120	1	882163754
437	265	3	880142942
74	13	4	888333542
894	405	3	880416177
569	300	3	879793036
288	127	5	886374451
659	568	4	891384850
373	727	4	877098784
113	257	5	875935609
884	736	3	876859329
543	12	5	875665787
592	202	5	882956803
54	1	4	880931595
337	636	4	875236281
301	91	3	882078906
658	24	3	875145493
727	435	3	883710687
159	258	4	893255836
72	170	3	880037793
342	212	5	875319992
749	294	2	878846265
406	638	4	879446684
868	201	2	877104264
916	561	3	880845227
76	318	3	882606166
889	1267	3	880182629
292	328	3	877560833
587	271	4	892871310
115	763	2	881170725
894	310	3	882403366
279	739	1	879573060
741	722	3	891457528
842	302	5	891217834
184	137	5	889907685
823	204	4	878438930
871	435	3	888193336
919	23	3	875373074
335	355	3	891567053
885	161	4	885715827
877	31	4	882678483
105	264	2	889214491
276	652	4	889174849
551	88	4	892783314
417	665	2	880952400
56	393	4	892677047
484	4	4	891195154
267	202	5	878972398
846	289	4	883946548
354	473	3	891216498
899	658	2	884121911
269	216	1	891449691
141	335	1	886447735
368	183	5	889783678
399	386	3	882349353
14	124	5	876964936
592	334	3	882607476
505	591	4	889333676
774	31	1	888558284
239	659	3	889179808
180	762	4	877126241
31	611	4	881548111
198	50	5	884204919
308	1135	4	887740099
249	210	3	879641305
561	243	1	885807010
796	381	3	893047208
826	449	4	885690819
405	416	2	885548932
458	644	4	886397275
131	100	5	883681418
834	7	4	890862974
710	299	3	882063612
495	44	3	888636032
343	194	5	876405200
608	305	3	880402633
487	727	3	884029774
690	204	3	881177430
326	436	3	879877387
182	150	3	885613294
42	720	4	881109149
868	237	1	877108989
409	1392	1	881105367
796	1269	5	892662765
85	270	3	890255063
843	420	3	879448073
141	696	4	884585498
630	620	4	885667661
847	88	2	878941168
577	98	4	880474530
731	1	2	886184421
135	802	2	879858003
825	1244	5	881185672
573	657	4	885843928
210	751	4	890059441
49	328	2	888068651
342	1166	1	875319745
934	313	3	891188441
756	527	3	874828242
345	481	3	884916260
230	393	3	880485110
916	190	4	880846339
806	302	4	882384513
379	69	4	880524754
786	176	4	882843069
738	199	4	892938594
276	559	4	874792663
66	121	3	883601834
489	330	4	891445277
889	979	3	880177435
839	258	4	875751411
838	455	4	887064275
891	117	3	883488774
659	836	4	891045943
707	285	5	880059749
745	124	5	880122775
894	126	3	880416381
201	1056	2	884113592
64	511	4	889739779
186	44	5	879023529
246	24	4	884921345
862	188	5	879305312
741	134	5	891455381
405	853	1	885547124
257	221	3	882050202
379	331	4	880526281
271	124	4	886105886
437	204	5	880141528
875	288	4	876464755
733	985	3	879535909
414	260	3	884999193
848	480	5	887040025
497	168	5	878760023
337	520	5	875236281
405	215	5	885545263
559	238	1	891035674
747	1204	4	888639102
18	9	5	880130550
561	178	4	885807713
407	388	2	876348849
533	236	4	890659276
584	258	4	885774483
916	273	3	880843361
592	526	5	882956241
452	196	4	875275763
577	829	3	880470884
332	123	4	887916653
786	423	5	882843150
229	328	1	891632142
765	237	3	880346797
198	498	3	884207492
419	50	5	879435541
489	300	5	891366571
457	257	3	882393036
777	56	5	875980670
321	45	4	879439763
106	9	4	883876572
537	303	4	886028706
749	429	4	878847461
734	95	4	891025573
313	393	4	891015268
59	1113	4	888205855
429	99	3	882386601
790	215	2	885157797
207	520	4	879665302
181	989	1	878961780
864	501	3	888891836
506	641	5	874873158
268	83	4	875309344
271	963	5	885848518
567	521	3	882425701
854	195	3	882813537
116	347	2	886309481
573	495	2	885844339
886	1435	3	876034174
268	435	4	875309859
323	772	3	878739904
374	117	5	880392846
625	393	4	891263665
454	202	3	881960201
412	56	5	879717071
373	393	4	877104284
234	641	4	892078297
279	374	1	888806649
6	516	4	883602664
332	696	3	887938760
128	99	4	879967840
780	511	5	891364027
222	636	4	878184055
290	435	3	880473802
448	319	5	891888099
903	427	5	891466376
868	946	1	877107189
906	475	3	879435253
21	688	1	874950972
881	655	4	876539448
7	192	4	891352010
234	1400	3	892334400
141	330	1	886447735
396	829	3	884646648
773	769	1	888540390
629	271	4	880116722
336	546	3	877760310
326	397	3	879876975
60	385	4	883327799
38	916	5	892428188
373	204	5	877098222
897	473	3	879993644
638	430	5	876695714
13	191	3	881515193
330	153	5	876545970
876	523	5	879428378
263	180	4	891297921
831	358	2	891354371
119	22	4	874781698
246	790	3	884923405
441	259	3	891035211
607	475	4	883879811
716	405	4	879793844
28	143	4	881956564
161	213	2	891171887
533	792	3	879190771
472	174	5	875981595
434	15	3	886724453
70	227	3	884067476
350	258	3	882347465
632	739	3	879459210
868	172	5	877107847
610	527	4	888703801
233	91	3	876812281
437	702	1	880141335
64	340	4	879365313
488	180	2	891294439
327	48	4	887745662
141	291	5	884585220
881	23	4	876537419
518	628	5	876823804
932	614	4	891280138
92	673	4	875656392
898	270	4	888294408
324	1033	4	880575589
328	610	3	886036967
13	749	3	881515521
18	529	5	880130515
339	257	4	891033710
327	264	2	887743725
826	62	4	885690790
649	1283	2	891440528
521	751	3	884475485
486	287	4	879875279
272	172	4	879455043
932	178	5	891249821
301	232	4	882078287
642	140	3	886569257
833	64	3	875039204
13	145	2	882397011
412	23	4	879717147
15	331	3	879455166
425	310	3	890346411
409	59	5	881108455
782	298	4	891499278
624	268	4	879791962
787	329	4	888980193
167	137	5	892738081
864	273	5	878179555
303	69	5	879467542
295	729	4	879518018
880	393	3	880174926
239	10	5	889180338
808	245	4	883949822
361	203	5	879441285
643	66	3	891448786
299	32	3	877881169
707	378	3	886287628
624	257	3	879793269
397	529	4	885350326
385	207	4	881530739
308	154	4	887738152
639	1020	4	891240136
296	238	4	884199624
894	13	4	882404137
398	174	5	875660535
815	405	4	878692071
494	174	5	879541112
883	919	4	891692713
479	325	1	879459791
727	79	4	883710806
804	187	4	879441973
894	1255	4	879896949
561	708	3	885809447
758	997	4	881979969
582	293	5	882961082
593	118	4	875660009
541	376	3	883866210
830	480	5	891462594
710	1101	4	883705436
804	746	4	879444890
757	233	3	888467038
31	498	4	881548111
711	316	4	889911048
611	346	5	891636152
374	195	3	880938870
23	183	3	874785728
694	504	3	875728912
637	25	4	882904537
41	209	4	890687642
391	238	5	877399659
151	152	3	879525075
381	1401	4	892697013
506	227	4	874875062
519	1293	5	883250148
294	122	3	889242661
65	735	4	879216769
46	294	2	883611307
551	780	5	892785431
250	1426	5	878091771
163	326	3	891219977
